,location,total_sqft,bath,price,bhk
4918,Mahadevpura,1236.0,2.0,58.0,2
4919,Mahadevpura,1236.0,2.0,58.0,2
4920,Mahadevpura,1120.0,2.0,53.0,2
4921,Mahalakshmi Layout,1575.0,5.0,158.0,4
4922,Mahalakshmi Layout,1105.0,2.0,80.0,2
4923,Mahalakshmi Layout,1200.0,3.0,160.0,4
4924,Mahalakshmi Layout,1200.0,2.0,110.0,3
4925,Mahalakshmi Layout,1876.0,3.0,150.0,3
4926,Mallasandra,1665.0,3.0,95.0,3
4927,Mallasandra,1665.0,3.0,86.58,3
4928,Mallasandra,1340.0,2.0,61.0,2
4929,Mallasandra,1325.0,2.0,70.0,2
4930,Mallasandra,1665.0,3.0,86.91,3
4931,Mallasandra,1325.0,2.0,70.0,2
4932,Mallasandra,905.0,2.0,40.0,2
4933,Mallasandra,1325.0,2.0,65.0,2
4934,Mallasandra,1325.0,2.0,73.0,2
4935,Mallasandra,1565.0,2.0,69.0,2
4936,Mallasandra,905.0,2.0,35.0,2
4938,Mallasandra,1100.0,2.0,76.3,3
4939,Malleshpalya,1140.0,2.0,46.5,2
4940,Malleshpalya,1225.0,2.0,46.86,2
4942,Malleshpalya,1052.0,2.0,50.0,2
4943,Malleshpalya,1405.0,2.0,77.0,3
4944,Malleshpalya,1065.0,2.0,50.0,2
4945,Malleshpalya,1210.0,2.0,55.0,2
4947,Malleshpalya,1060.0,2.0,40.0,2
4948,Malleshpalya,1430.0,2.0,69.5,3
4949,Malleshpalya,1421.0,2.0,90.0,2
4950,Malleshpalya,1245.0,2.0,55.0,2
4951,Malleshpalya,1200.0,2.0,46.0,2
4952,Malleshpalya,1225.0,2.0,52.0,2
4953,Malleshwaram,705.0,1.0,67.0,1
4954,Malleshwaram,12000.0,7.0,2200.0,7
4955,Malleshwaram,2500.0,5.0,325.0,4
4956,Malleshwaram,2006.0,3.0,297.0,3
4957,Malleshwaram,686.0,1.0,62.5,1
4958,Malleshwaram,2475.0,4.0,332.0,3
4959,Malleshwaram,2610.0,3.0,399.0,3
4960,Malleshwaram,2475.0,4.0,320.0,3
4961,Malleshwaram,900.0,2.0,95.0,2
4962,Malleshwaram,1420.0,2.0,158.0,2
4963,Malleshwaram,2000.0,3.0,250.0,3
4964,Malleshwaram,2215.0,3.0,275.0,3
4966,Malleshwaram,2475.0,4.0,300.0,3
4967,Malleshwaram,2345.0,2.0,293.0,3
4969,Malleshwaram,2215.0,4.0,310.0,3
4970,Malleshwaram,480.0,1.0,60.0,1
4971,Malleshwaram,1290.0,2.0,120.0,2
4972,Malleshwaram,2475.0,4.0,326.0,3
4973,Malleshwaram,2476.0,3.0,337.0,3
4974,Malleshwaram,900.0,2.0,90.0,2
4976,Malleshwaram,2050.0,4.0,270.0,3
4977,Malleshwaram,900.0,2.0,72.0,2
4978,Malleshwaram,620.0,1.0,86.8,1
4979,Malleshwaram,600.0,1.0,68.0,2
4980,Malleshwaram,2475.0,4.0,337.0,3
4981,Malleshwaram,2215.0,3.0,275.0,3
4982,Malleshwaram,2215.0,3.0,330.0,3
4984,Malleshwaram,1020.0,2.0,80.0,2
4985,Malleshwaram,600.0,1.0,90.0,2
4986,Malleshwaram,2200.0,3.0,275.0,3
4987,Malleshwaram,2475.0,4.0,326.0,3
4988,Malleshwaram,1500.0,2.0,140.0,2
4989,Malleshwaram,2475.0,4.0,340.0,3
4990,Malleshwaram,1400.0,2.0,190.0,2
4991,Malleshwaram,2475.0,4.0,300.0,3
4992,Malleshwaram,2400.0,3.0,380.0,3
4993,Malleshwaram,580.0,1.0,45.0,1
4994,Malleshwaram,1410.0,2.0,125.0,2
4997,Marathahalli,1220.0,2.0,57.0,2
4998,Marathahalli,1200.0,2.0,52.0,2
4999,Marathahalli,1200.0,2.0,60.0,2
5000,Marathahalli,1933.0,3.0,140.0,3
5001,Marathahalli,950.0,2.0,46.96,2
5002,Marathahalli,1230.0,2.0,80.0,2
5003,Marathahalli,3800.0,4.0,250.0,4
5004,Marathahalli,1019.0,2.0,49.85,2
5005,Marathahalli,1215.0,2.0,67.0,2
5006,Marathahalli,2181.0,3.0,152.0,4
5007,Marathahalli,1170.0,2.0,53.0,2
5008,Marathahalli,1019.0,2.0,49.86,2
5009,Marathahalli,1325.0,2.0,71.55,2
5010,Marathahalli,1220.0,2.0,56.5,2
5012,Marathahalli,1152.0,2.0,56.0,2
5013,Marathahalli,1610.0,3.0,90.0,3
5014,Marathahalli,1146.0,2.0,70.0,2
5016,Marathahalli,1469.0,3.0,89.0,3
5021,Marathahalli,2519.0,5.0,185.0,4
5023,Marathahalli,957.0,2.0,46.9,2
5024,Marathahalli,1583.0,3.0,105.0,3
5025,Marathahalli,2524.0,5.0,190.0,4
5029,Marathahalli,1071.0,2.0,52.25,2
5030,Marathahalli,1215.0,2.0,58.86,2
5031,Marathahalli,1102.0,2.0,53.67,2
5032,Marathahalli,1900.0,3.0,123.0,3
5033,Marathahalli,1045.0,2.0,60.0,2
5035,Marathahalli,1215.0,2.0,58.86,2
5036,Marathahalli,1365.0,2.0,73.0,2
5041,Marathahalli,1208.0,2.0,70.0,2
5042,Marathahalli,1325.0,1.0,92.0,2
5043,Marathahalli,1525.0,3.0,90.0,3
5044,Marathahalli,1937.0,3.0,140.0,3
5045,Marathahalli,1550.0,3.0,83.0,3
5046,Marathahalli,1350.0,2.0,86.0,2
5047,Marathahalli,957.0,2.0,47.0,2
5049,Marathahalli,1230.0,2.0,57.0,2
5050,Marathahalli,1200.0,2.0,58.0,2
5052,Marathahalli,607.0,1.0,35.0,1
5053,Marathahalli,1583.0,3.0,109.0,3
5054,Marathahalli,1075.0,2.0,52.43,2
5055,Marathahalli,1360.0,2.0,103.0,2
5056,Marathahalli,1220.0,2.0,58.5,2
5057,Marathahalli,950.0,2.0,45.68,2
5058,Marathahalli,615.0,1.0,44.0,1
5059,Marathahalli,1595.0,3.0,90.0,3
5060,Marathahalli,1350.0,2.0,89.0,2
5061,Marathahalli,1020.0,2.0,57.0,2
5062,Marathahalli,1600.0,3.0,88.0,2
5063,Marathahalli,780.0,1.0,55.0,1
5064,Marathahalli,1710.0,3.0,100.0,3
5066,Marathahalli,1358.0,2.0,81.0,2
5067,Marathahalli,1205.0,2.0,75.0,2
5068,Marathahalli,1730.0,3.0,110.0,3
5069,Marathahalli,1583.0,3.0,115.0,3
5070,Marathahalli,1200.0,2.0,67.0,2
5071,Marathahalli,1095.0,2.0,60.0,2
5072,Marathahalli,1060.0,2.0,48.0,2
5073,Marathahalli,1050.0,2.0,65.0,2
5074,Marathahalli,1102.0,2.0,53.67,2
5075,Marathahalli,1026.0,2.0,49.95,2
5078,Marathahalli,1220.0,2.0,59.0,2
5079,Marathahalli,881.0,2.0,48.06,2
5081,Marathahalli,1710.0,3.0,100.0,3
5082,Marathahalli,1680.0,3.0,105.0,3
5083,Marathahalli,1910.0,3.0,119.0,3
5084,Marathahalli,1602.0,2.0,104.0,2
5085,Marathahalli,700.0,1.0,38.0,1
5086,Marathahalli,1469.0,3.0,89.0,3
5088,Marathahalli,1690.0,3.0,116.0,3
5089,Marathahalli,1065.0,2.0,55.0,2
5090,Marathahalli,1693.0,3.0,125.0,3
5091,Marathahalli,1693.0,3.0,125.0,3
5092,Marathahalli,1196.0,2.0,57.9,2
5093,Marathahalli,1595.0,3.0,88.0,3
5094,Marathahalli,2122.0,3.0,125.0,3
5095,Marathahalli,1730.0,3.0,115.0,3
5098,Marathahalli,1125.0,2.0,55.0,2
5099,Marathahalli,1950.0,3.0,115.0,3
5100,Marathahalli,1250.0,2.0,68.0,2
5101,Marathahalli,1125.0,2.0,56.8,2
5102,Marathahalli,1350.0,2.0,90.0,2
5103,Marathahalli,1200.0,2.0,53.0,2
5104,Marathahalli,2500.0,5.0,175.0,4
5105,Marathahalli,957.0,2.0,47.0,2
5108,Marathahalli,1350.0,2.0,60.0,2
5109,Marathahalli,3400.0,4.0,235.0,4
5110,Marathahalli,1350.0,2.0,99.0,2
5112,Marathahalli,1285.0,2.0,55.0,2
5113,Marathahalli,2500.0,5.0,181.0,4
5114,Marathahalli,3800.0,4.0,235.0,4
5115,Marathahalli,3951.0,4.0,230.0,4
5116,Marathahalli,1125.0,2.0,54.8,2
5117,Marathahalli,1700.0,3.0,126.0,3
5119,Marathahalli,1270.0,2.0,73.0,2
5121,Marathahalli,950.0,2.0,46.7,2
5122,Marathahalli,1550.0,3.0,85.0,3
5123,Marathahalli,1019.0,2.0,49.86,2
5124,Marathahalli,1144.0,2.0,65.0,2
5125,Marathahalli,1240.0,2.0,55.0,2
5126,Marathahalli,1100.0,2.0,75.0,1
5127,Marathahalli,1156.0,2.0,52.0,2
5128,Marathahalli,2524.0,5.0,180.0,4
5129,Marathahalli,1135.0,2.0,60.0,2
5130,Marathahalli,1839.0,3.0,130.0,3
5131,Marathahalli,1170.0,2.0,85.0,2
5132,Marathahalli,1102.0,2.0,53.67,2
5133,Marathahalli,1108.0,2.0,60.0,3
5134,Marathahalli,1449.0,3.0,110.0,3
5135,Marathahalli,1360.0,2.0,101.0,2
5136,Marathahalli,1026.0,2.0,50.18,2
5139,Marathahalli,1270.0,2.0,80.0,2
5140,Marathahalli,1100.0,2.0,50.0,2
5141,Marathahalli,1196.0,2.0,57.95,2
5143,Marathahalli,1485.0,2.0,90.0,3
5144,Marathahalli,1146.0,2.0,69.0,2
5145,Margondanahalli,1090.0,2.0,58.0,2
5146,Margondanahalli,1200.0,2.0,58.5,2
5147,Margondanahalli,1200.0,2.0,67.0,2
5149,Margondanahalli,1000.0,2.0,57.0,2
5151,Margondanahalli,600.0,2.0,35.0,2
5152,Margondanahalli,1200.0,2.0,69.0,2
5153,Margondanahalli,900.0,2.0,49.0,2
5154,Margondanahalli,1140.0,2.0,60.0,2
5155,Margondanahalli,1100.0,2.0,55.0,2
5156,Margondanahalli,1152.0,1.0,66.0,2
5158,Margondanahalli,1200.0,2.0,65.0,2
5159,Margondanahalli,1050.0,2.0,58.0,2
5160,Margondanahalli,1160.0,2.0,65.0,2
5161,Margondanahalli,1334.0,2.0,67.76,2
5162,Marsur,1800.0,4.0,145.0,4
5163,Marsur,1200.0,3.0,90.0,3
5164,Marsur,1200.0,3.0,120.0,3
5165,Mico Layout,5000.0,9.0,210.0,9
5166,Mico Layout,1550.0,2.0,65.0,3
5167,Mico Layout,1125.0,2.0,40.0,2
5168,Mico Layout,1190.0,2.0,39.25,2
5169,Mico Layout,800.0,1.0,29.5,1
5170,Mico Layout,1250.0,2.0,44.0,3
5171,Mico Layout,1171.0,2.0,39.0,2
5172,Mico Layout,1200.0,2.0,53.5,2
5173,Mico Layout,1670.0,3.0,59.0,3
5174,Mico Layout,1140.0,2.0,43.0,2
5175,Munnekollal,1170.0,2.0,52.0,2
5176,Munnekollal,1102.0,2.0,53.67,2
5177,Munnekollal,1390.0,3.0,68.0,3
5178,Munnekollal,1200.0,2.0,49.5,2
5179,Munnekollal,950.0,2.0,46.5,2
5180,Munnekollal,1560.0,3.0,75.0,3
5181,Munnekollal,1750.0,3.0,86.5,3
5182,Munnekollal,1385.0,2.0,66.5,3
5183,Munnekollal,1080.0,2.0,45.0,2
5184,Munnekollal,1170.0,2.0,59.0,2
5186,Munnekollal,1200.0,2.0,57.9,3
5187,Munnekollal,1030.0,2.0,50.36,2
5188,Murugeshpalya,1296.0,2.0,81.0,2
5189,Murugeshpalya,1550.0,3.0,74.0,3
5190,Murugeshpalya,1845.0,3.0,91.0,3
5191,Murugeshpalya,1185.0,2.0,85.0,2
5192,Murugeshpalya,1225.0,2.0,48.0,2
5193,Murugeshpalya,1930.0,3.0,75.0,3
5194,Murugeshpalya,1600.0,2.0,65.0,3
5195,Murugeshpalya,1344.0,2.0,56.0,3
5196,Murugeshpalya,1500.0,2.0,70.0,3
5197,Murugeshpalya,1855.0,3.0,96.0,3
5198,Murugeshpalya,1175.0,2.0,75.0,2
5199,Mysore Road,1175.0,2.0,73.5,2
5200,Mysore Road,1710.0,4.0,91.31,3
5201,Mysore Road,1020.0,2.0,48.95,2
5202,Mysore Road,1175.0,2.0,73.5,2
5203,Mysore Road,1070.0,2.0,45.0,2
5204,Mysore Road,1239.0,2.0,53.0,2
5205,Mysore Road,1060.0,2.0,62.0,2
5206,Mysore Road,980.0,2.0,45.47,2
5207,Mysore Road,883.0,2.0,40.0,2
5208,Mysore Road,1525.0,3.0,96.0,3
5209,Mysore Road,1200.0,2.0,65.0,2
5213,Mysore Road,883.0,2.0,40.95,2
5214,Mysore Road,1070.0,2.0,49.65,2
5216,Mysore Road,883.0,2.0,50.0,2
5217,Mysore Road,1155.0,2.0,51.0,2
5218,Mysore Road,1003.0,2.0,43.0,2
5219,Mysore Road,1237.0,2.0,73.0,2
5220,Mysore Road,883.0,2.0,45.0,2
5221,Mysore Road,1170.0,2.0,65.0,2
5222,Mysore Road,1029.5,2.0,50.855,2
5223,Mysore Road,940.0,2.0,43.61,2
5225,Mysore Road,1020.0,2.0,48.95,2
5226,Mysore Road,1568.0,2.0,100.0,3
5228,Mysore Road,1560.0,2.0,83.3,3
5229,Mysore Road,1175.0,2.0,70.5,2
5230,Mysore Road,1080.0,2.0,60.0,3
5232,Mysore Road,883.0,2.0,37.0,2
5234,NGR Layout,1020.0,2.0,45.9,2
5235,NGR Layout,1105.0,2.0,49.73,2
5236,NGR Layout,1022.0,2.0,45.9,2
5237,NGR Layout,1020.0,2.0,45.0,2
5238,NGR Layout,1019.0,2.0,45.9,2
5239,NGR Layout,1020.0,2.0,46.0,2
5240,NGR Layout,1021.0,2.0,46.0,2
5241,NGR Layout,1021.0,2.0,45.9,2
5242,NRI Layout,1565.0,2.0,75.0,3
5243,NRI Layout,2500.0,5.0,130.0,5
5244,NRI Layout,1125.0,2.0,45.56,2
5245,NRI Layout,2150.0,4.0,115.0,4
5246,NRI Layout,1250.0,2.0,75.0,2
5247,NRI Layout,1789.0,3.0,75.0,3
5248,NRI Layout,1731.0,3.0,64.11,3
5249,NRI Layout,2400.0,2.0,125.0,2
5251,Nagarbhavi,1350.0,3.0,150.0,3
5252,Nagarbhavi,1200.0,2.0,150.0,2
5254,Nagarbhavi,2400.0,3.0,160.0,3
5255,Nagarbhavi,884.0,2.0,36.0,1
5256,Nagarbhavi,1055.0,2.0,55.0,2
5258,Nagarbhavi,1223.0,2.0,60.0,2
5259,Nagarbhavi,956.0,2.0,49.0,2
5261,Nagarbhavi,1200.0,2.0,150.0,2
5264,Nagarbhavi,1145.0,2.0,40.0,2
5265,Nagarbhavi,300.0,1.0,20.0,1
5266,Nagarbhavi,1250.0,3.0,175.0,4
5267,Nagarbhavi,710.0,2.0,40.0,1
5269,Nagarbhavi,1212.0,2.0,50.0,2
5270,Nagarbhavi,1020.0,2.0,55.0,2
5272,Nagarbhavi,1120.0,2.0,53.0,2
5274,Nagarbhavi,1146.0,2.0,50.0,2
5276,Nagarbhavi,1190.0,2.0,63.0,2
5278,Nagarbhavi,1050.0,2.0,80.0,2
5279,Nagarbhavi,2500.0,3.0,180.0,5
5281,Nagarbhavi,1250.0,3.0,170.0,2
5283,Nagarbhavi,1400.0,2.0,135.0,3
5285,Nagarbhavi,1100.0,2.0,46.2,2
5286,Nagarbhavi,1080.0,2.0,49.0,2
5287,Nagarbhavi,1800.0,3.0,180.0,4
5288,Nagarbhavi,1225.0,2.0,58.0,2
5289,Nagasandra,980.0,2.0,48.0,2
5290,Nagasandra,2400.0,4.0,145.0,4
5291,Nagasandra,7000.0,8.0,450.0,4
5292,Nagasandra,1650.0,3.0,95.0,3
5293,Nagasandra,1500.0,2.0,91.0,2
5294,Nagavara,400.0,1.0,14.0,1
5295,Nagavara,2172.65,3.0,120.0,4
5297,Nagavara,2319.0,3.0,180.0,3
5298,Nagavara,2430.0,4.0,180.0,3
5299,Nagavara,936.0,2.0,40.2,2
5300,Nagavara,1125.0,2.0,44.5,2
5301,Nagavara,1315.0,2.0,70.0,2
5302,Nagavara,1077.0,2.0,50.0,2
5303,Nagavara,2496.0,4.0,125.0,4
5304,Nagavara,1110.0,2.0,44.95,2
5305,Nagavara,1247.0,2.0,58.56,2
5306,Nagavarapalya,1392.0,2.0,99.0,2
5307,Nagavarapalya,705.0,1.0,52.5,1
5308,Nagavarapalya,1300.0,3.0,80.0,3
5309,Nagavarapalya,705.0,1.0,57.0,1
5310,Nagavarapalya,705.0,1.0,55.0,1
5311,Nagavarapalya,705.0,1.0,57.0,1
5312,Nagavarapalya,1335.0,2.0,110.0,2
5313,Nagavarapalya,1260.0,2.0,85.5,2
5314,Narayanapura,1308.0,2.0,89.04,2
5315,Narayanapura,1566.0,3.0,83.3,3
5316,Narayanapura,1485.0,3.0,85.0,3
5317,Narayanapura,1302.0,2.0,69.1,2
5318,Narayanapura,1308.0,2.0,89.04,2
5319,Narayanapura,2357.0,3.0,135.0,3
5320,Narayanapura,2357.0,3.0,135.0,3
5321,Narayanapura,1469.0,2.0,99.14,2
5322,Neeladri Nagar,1053.0,2.0,45.0,2
5323,Neeladri Nagar,1363.0,2.0,68.0,2
5324,Neeladri Nagar,2556.0,3.0,133.0,3
5325,Neeladri Nagar,674.0,1.0,21.0,1
5326,Neeladri Nagar,527.0,1.0,26.0,1
5327,Neeladri Nagar,1167.0,2.0,38.0,3
5328,Neeladri Nagar,1060.0,2.0,35.0,2
5329,Neeladri Nagar,640.0,1.0,20.5,1
5330,Neeladri Nagar,4000.0,12.0,160.0,10
5331,Neeladri Nagar,1105.0,2.0,30.0,2
5332,Neeladri Nagar,1100.0,2.0,30.0,2
5333,Neeladri Nagar,2111.0,3.0,103.0,3
5334,Nehru Nagar,1775.0,3.0,110.0,3
5335,Nehru Nagar,2363.0,5.0,120.0,4
5336,Nehru Nagar,2342.0,3.0,115.0,4
5337,Nehru Nagar,967.0,2.0,41.1,2
5338,Nehru Nagar,1374.0,3.0,72.0,3
5339,Nehru Nagar,1674.0,3.0,90.0,3
5340,Nehru Nagar,1269.0,2.0,63.0,3
5341,Nehru Nagar,1100.0,2.0,50.0,2
5342,Nehru Nagar,1674.0,3.0,81.0,3
5343,OMBR Layout,2420.0,3.0,185.0,3
5344,OMBR Layout,1078.0,2.0,65.0,2
5345,OMBR Layout,1101.0,2.0,65.5,2
5346,OMBR Layout,1041.0,2.0,65.5,2
5347,OMBR Layout,1300.0,2.0,80.0,2
5348,OMBR Layout,1085.0,2.0,64.0,2
5349,OMBR Layout,1855.0,3.0,145.0,3
5350,OMBR Layout,1050.0,2.0,48.0,2
5352,OMBR Layout,1165.0,2.0,88.5,2
5353,OMBR Layout,1101.0,2.0,66.0,2
5354,OMBR Layout,3400.0,4.0,275.0,4
5356,Old Airport Road,2732.0,4.0,204.0,4
5358,Old Airport Road,3356.0,4.0,251.0,4
5359,Old Airport Road,1206.0,2.0,75.0,2
5360,Old Airport Road,2774.0,4.0,207.0,4
5361,Old Airport Road,2690.0,4.0,191.0,4
5362,Old Airport Road,2690.0,4.0,199.0,4
5363,Old Airport Road,1655.0,2.0,97.65,2
5364,Old Airport Road,1075.0,2.0,60.0,2
5365,Old Airport Road,1858.0,2.0,167.0,3
5366,Old Airport Road,1150.0,2.0,90.0,2
5367,Old Airport Road,2690.0,4.0,191.0,4
5368,Old Airport Road,2658.0,5.0,187.0,4
5369,Old Airport Road,946.0,2.0,58.0,2
5370,Old Airport Road,2774.0,4.0,208.0,4
5371,Old Airport Road,2774.0,4.0,208.0,4
5372,Old Airport Road,3200.0,4.0,280.0,4
5373,Old Airport Road,2690.0,4.0,201.0,4
5374,Old Airport Road,1145.0,2.0,75.0,2
5375,Old Airport Road,2732.0,4.0,194.0,4
5376,Old Airport Road,2658.0,5.0,189.0,4
5377,Old Airport Road,2774.0,4.0,197.0,4
5378,Old Airport Road,3496.0,4.0,262.0,4
5379,Old Airport Road,2774.0,4.0,197.0,4
5380,Old Airport Road,2732.0,4.0,204.0,4
5381,Old Airport Road,1798.0,3.0,150.0,3
5382,Old Airport Road,2774.0,4.0,208.0,4
5383,Old Airport Road,1184.0,2.0,78.0,2
5384,Old Airport Road,3504.0,4.0,262.0,4
5385,Old Airport Road,1055.0,2.0,75.0,2
5386,Old Madras Road,1425.0,2.0,94.0,3
5387,Old Madras Road,3715.0,6.0,224.5,4
5390,Old Madras Road,935.0,2.0,45.0,2
5392,Old Madras Road,1720.0,3.0,100.0,3
5393,Old Madras Road,1200.0,2.0,72.0,2
5394,Old Madras Road,1225.0,2.0,53.55,2
5395,Old Madras Road,1100.0,2.0,70.0,2
5396,Old Madras Road,2760.0,5.0,157.0,3
5397,Old Madras Road,1171.0,2.0,75.0,2
5398,Old Madras Road,935.0,2.0,45.0,2
5399,Old Madras Road,4500.0,7.0,294.0,5
5401,Old Madras Road,1065.0,2.0,47.86,2
5402,Old Madras Road,2010.0,3.0,125.0,4
5404,Old Madras Road,1480.0,2.0,84.0,3
5405,Old Madras Road,2990.0,5.0,210.0,3
5406,Old Madras Road,1210.0,2.0,74.0,2
5407,Old Madras Road,1171.0,2.0,72.0,2
5409,Old Madras Road,1480.0,3.0,95.0,3
5411,Old Madras Road,1210.0,2.0,80.0,2
5412,Old Madras Road,1859.0,3.0,121.0,3
5413,Old Madras Road,2990.0,5.0,173.0,3
5416,Old Madras Road,2300.0,3.0,142.0,3
5418,Old Madras Road,1210.0,2.0,80.0,2
5419,Old Madras Road,1210.0,2.0,77.0,2
5420,Old Madras Road,5020.0,7.0,287.0,5
5422,Old Madras Road,1330.0,2.0,74.0,2
5423,Old Madras Road,1720.0,3.0,106.0,3
5424,Old Madras Road,2640.0,5.0,150.0,3
5425,Old Madras Road,2990.0,3.0,170.0,3
5427,Old Madras Road,1171.0,2.0,73.0,2
5428,Old Madras Road,1630.0,3.0,110.0,3
5429,Old Madras Road,1165.0,2.0,52.0,2
5430,Old Madras Road,2640.0,2.0,170.0,2
5431,Old Madras Road,1165.0,2.0,51.42,2
5432,Padmanabhanagar,1020.0,2.0,63.0,2
5433,Padmanabhanagar,1176.0,2.0,62.0,2
5434,Padmanabhanagar,1258.0,2.0,115.0,2
5436,Padmanabhanagar,1100.0,2.0,65.0,2
5437,Padmanabhanagar,3400.0,3.0,210.0,4
5441,Padmanabhanagar,4500.0,4.0,360.0,3
5442,Padmanabhanagar,1200.0,2.0,60.0,2
5444,Padmanabhanagar,1000.0,1.0,90.0,2
5445,Padmanabhanagar,1067.0,2.0,52.0,2
5449,Padmanabhanagar,1100.0,2.0,60.0,2
5450,Padmanabhanagar,2051.0,3.0,180.0,3
5451,Padmanabhanagar,2051.0,3.0,170.0,3
5452,Pai Layout,1006.0,2.0,35.0,2
5453,Pai Layout,1550.0,2.0,90.0,3
5454,Pai Layout,1050.0,2.0,40.0,2
5455,Pai Layout,1400.0,2.0,67.0,3
5456,Pai Layout,1100.0,2.0,50.0,2
5457,Pai Layout,1255.0,2.0,80.0,2
5458,Pai Layout,1075.0,2.0,35.0,2
5459,Pai Layout,1400.0,2.0,57.5,2
5460,Pai Layout,1175.0,2.0,60.0,2
5461,Pai Layout,810.0,2.0,34.5,2
5462,Pai Layout,1000.0,2.0,34.0,2
5463,Pai Layout,1000.0,2.0,42.0,2
5464,Pai Layout,3800.0,6.0,175.0,6
5465,Pai Layout,1068.0,2.0,48.0,2
5466,Pai Layout,1510.0,2.0,65.0,3
5469,Panathur,1359.0,2.0,87.0,2
5470,Panathur,1438.0,2.0,100.0,2
5471,Panathur,1688.0,3.0,118.0,3
5473,Panathur,1198.0,2.0,77.0,2
5474,Panathur,1180.0,2.0,70.0,2
5475,Panathur,1546.0,3.0,99.0,3
5477,Panathur,1000.0,2.0,65.3,2
5478,Panathur,1109.0,2.0,63.0,2
5479,Panathur,1000.0,2.0,68.0,2
5480,Panathur,1255.0,2.0,79.0,2
5481,Panathur,1205.0,2.0,62.9,2
5482,Panathur,1198.0,2.0,82.0,2
5483,Panathur,1235.0,2.0,65.0,2
5484,Panathur,1210.0,2.0,80.0,2
5485,Panathur,1210.0,2.0,77.0,2
5486,Panathur,661.0,1.0,40.0,1
5487,Panathur,1210.0,2.0,78.0,2
5489,Panathur,1050.0,2.0,60.0,2
5490,Panathur,1398.0,2.0,97.0,2
5491,Panathur,1065.0,2.0,58.0,2
5492,Panathur,1007.0,2.0,64.0,2
5493,Panathur,1210.0,2.0,77.93,2
5494,Panathur,1230.0,2.0,80.0,2
5495,Panathur,980.0,2.0,57.0,2
5496,Panathur,1075.0,2.0,60.0,2
5497,Panathur,1210.0,2.0,69.0,2
5498,Panathur,1343.0,2.0,76.0,2
5499,Parappana Agrahara,1194.0,2.0,47.0,2
5500,Parappana Agrahara,1194.0,2.0,47.0,2
5501,Parappana Agrahara,1194.0,2.0,46.0,2
5502,Parappana Agrahara,1194.0,2.0,47.0,2
5503,Parappana Agrahara,1194.0,2.0,46.0,2
5504,Parappana Agrahara,1194.0,2.0,47.0,2
5505,Parappana Agrahara,1194.0,2.0,47.0,2
5506,Parappana Agrahara,1092.0,2.0,43.0,2
5507,Parappana Agrahara,1194.0,2.0,45.0,2
5508,Parappana Agrahara,1200.0,1.0,45.0,1
5509,Parappana Agrahara,1194.0,2.0,46.0,2
5510,Parappana Agrahara,1194.0,2.0,47.0,2
5511,Parappana Agrahara,1194.0,2.0,47.0,2
5512,Parappana Agrahara,1194.0,2.0,46.0,2
5513,Parappana Agrahara,1194.0,2.0,46.0,2
5514,Pattandur Agrahara,1550.0,2.0,80.0,3
5515,Pattandur Agrahara,1025.0,2.0,44.5,2
5516,Pattandur Agrahara,1247.0,2.0,59.8,2
5517,Pattandur Agrahara,900.0,2.0,42.0,2
5518,Pattandur Agrahara,1302.0,2.0,66.0,2
5519,Pattandur Agrahara,1550.0,2.0,80.0,3
5520,Pattandur Agrahara,1247.0,2.0,62.35,2
5521,Pattandur Agrahara,1350.0,2.0,68.0,2
5522,Poorna Pragna Layout,920.0,2.0,39.55,2
5525,Poorna Pragna Layout,1160.0,2.0,46.39,2
5528,Poorna Pragna Layout,965.0,2.0,48.0,2
5533,Poorna Pragna Layout,1160.0,2.0,46.39,2
5535,Poorna Pragna Layout,1160.0,2.0,46.39,2
5538,Poorna Pragna Layout,960.0,2.0,50.0,2
5540,Prithvi Layout,2028.0,4.0,162.0,4
5541,Prithvi Layout,1352.0,2.0,87.5,2
5542,Prithvi Layout,1190.0,2.0,68.0,2
5543,Prithvi Layout,1352.0,2.0,85.0,2
5544,Prithvi Layout,1352.0,2.0,75.0,2
5545,Prithvi Layout,2273.0,4.0,220.0,3
5546,Prithvi Layout,1352.0,3.0,93.0,2
5547,Prithvi Layout,2273.0,4.0,192.0,3
5548,Prithvi Layout,1352.0,2.0,72.0,2
5551,R.T. Nagar,1200.0,2.0,120.0,2
5553,R.T. Nagar,1040.0,2.0,46.0,2
5554,R.T. Nagar,1200.0,2.0,45.0,2
5555,R.T. Nagar,1235.0,2.0,65.0,2
5556,R.T. Nagar,1140.0,3.0,130.0,3
5557,R.T. Nagar,970.0,2.0,55.0,2
5558,R.T. Nagar,1560.0,3.0,125.0,3
5559,R.T. Nagar,1200.0,2.0,60.0,2
5562,R.T. Nagar,1200.0,3.0,140.0,3
5563,R.T. Nagar,1100.0,3.0,125.0,2
5564,R.T. Nagar,1150.0,2.0,72.0,2
5565,R.T. Nagar,1500.0,4.0,185.0,4
5566,R.T. Nagar,3600.0,8.0,165.0,9
5567,R.T. Nagar,1080.0,2.0,48.0,2
5568,R.T. Nagar,1325.0,2.0,52.0,2
5570,R.T. Nagar,1300.0,3.0,145.0,3
5572,R.T. Nagar,1100.0,2.0,85.0,2
5573,R.T. Nagar,1667.0,3.0,130.0,3
5574,Rachenahalli,1050.0,2.0,52.07,2
5576,Rachenahalli,1050.0,2.0,55.5,2
5578,Rachenahalli,1050.0,2.0,53.5,2
